港澳台,#group#
HOY77 1080p,http://cdn.163189.xyz/163189/hoy
HOY78 1080p,http://hls.168.us.kg/u/78/master.m3u8
凤凰中文HD 1080p,https://cdn6.101.qzz.io/163189/fhzw
凤凰中文HD 1080p,http://rihou.cc:555/tv/[Bx]凤凰中文
凤凰中文HD 1080p,http://rihou.cc:555/tv/[PL]凤凰中文
凤凰中文HD 1080p,http://r.jdshipin.com/cCCzW
凤凰中文HD 1080p,http://bxtv.3a.ink/api.php?id=fhzw
凤凰资讯HD 1080p,https://cdn6.101.qzz.io/163189/fhzx
凤凰资讯HD 1080p,http://rihou.cc:555/tv/[PL]凤凰资讯
凤凰资讯HD 1080p,http://r.jdshipin.com/0Rp07
凤凰香港台1080p,https://cdn6.101.qzz.io/163189/fhhk
凤凰香港台1080p,http://rihou.cc:555/tv/[Bx]凤凰香港
凤凰香港台1080p,http://rihou.cc:555/tv/[PL]凤凰香港
凤凰香港台1080p,http://r.jdshipin.com/yDoTN
Now财经1080p,http://hls.168.us.kg/u/333/master.m3u8
Now财经1080p,http://rihou.cc:555/tv/[Mt]Now财经
Now直播1080p,https://stream1.freetv.fun/2513c26261a06c512471eb0ad14c99576978654e8e494c2a8cd6571c3a3b7c50.ctv
Now直播1080p,https://stream1.freetv.fun/20a385a5c465c7bbffb60b3309e265829208c3fbf4e3fd0eedbca1776b2c8f23.m3u8
Now直播1080p,http://rihou.cc:555/tv/[Mt]Now直播
Now体育1080p,http://rihou.cc:555/tv/[Mt]Now体育
无线新闻台1080p,http://74.91.26.218:82/live/inews.m3u8
无线新闻台1080p,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
TVB娱乐新闻台720p,http://rihou.cc:555/tv/[PL]无线娱乐
Now新闻台1080p,http://hls.168.us.kg/u/332/master.m3u8
Now新闻台1080p,http://rihou.cc:555/tv/[Mt]Now新闻
Now新闻台1080p,https://cdn.163189.xyz/163189/now
Now新闻台1080p,http://rihou.cc:555/tv/[Cx]Now新闻
星空卫视576P,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
亚洲卫视1080p,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
TVB翡翠,http://iptv.4666888.xyz/iptv2A.php?id=34
TVB翡翠(馬來),http://iptv.4666888.xyz/iptv2A.php?id=28
TVB1,http://iptv.4666888.xyz/iptv2A.php?id=25
千禧经典,http://iptv.4666888.xyz/iptv2A.php?id=22
RTHK31,http://iptv.4666888.xyz/iptv2A.php?id=23
TVB翡翠劇集,http://iptv.4666888.xyz/iptv2A.php?id=33
TVBS新聞,http://iptv.4666888.xyz/iptv2A.php?id=43
靖洋戏剧,http://iptv.4666888.xyz/iptv2A.php?id=42
靖天电影,http://iptv.4666888.xyz/iptv2A.php?id=56
邵氏武侠,http://iptv.4666888.xyz/iptv2A.php?id=40
東森电影,http://iptv.4666888.xyz/iptv2A.php?id=48
龍華电影,http://iptv.4666888.xyz/iptv2A.php?id=45
TVBS精采,http://iptv.4666888.xyz/iptv2A.php?id=47
ROCK_Action,http://iptv.4666888.xyz/iptv2A.php?id=50
八度空间,http://iptv.4666888.xyz/iptv2A.php?id=52
Now新闻台,http://cdn.163189.xyz/163189/now
TVB星河,https://o11.163189.xyz/stream/live/tvbxh/
TVB明珠,https://mytv.cdn.loc.cc/o12.php?id=mzt
TVBS新闻台,http://rihou.cc:555/tv/[FY]tvbS新闻
翡翠台,https://o11.163189.xyz/stream/tvb/fct4k/
华丽翡翠台,https://o11.163189.xyz/stream/live/hlt/
凤凰香港,https://cdn9.163189.xyz/smt3.1.1.php?id=hkphoenix_twn
凤凰中文,http://61.184.46.85:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixinfo_hd
龙华电影,https://cdn8.163189.xyz/163189/lhdy
龙华戏剧,https://cdn8.163189.xyz/163189/lhxj
龙华日韩,https://cdn8.163189.xyz/163189/lhrh
龙华偶像,https://cdn8.163189.xyz/163189/lhox
龙华经典,https://cdn8.163189.xyz/163189/lhjd

澳门,#genre#
澳视澳门1080p,https://cdn6.101.qzz.io/163189/asam
澳视澳门1080p,http://iptv.4666888.xyz/iptv2A.php?id=41
澳视澳门1080p,http://r.jdshipin.com/n2YZI
澳视Macau 1080p,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳视Macau 1080p,https://cdn6.101.qzz.io/163189/as
澳视Macau 1080p,http://r.jdshipin.com/QFhCq
澳门综艺1080p,https://cdn6.101.qzz.io/163189/amzy
澳门体育1080p,http://cdn6.veryfast.filegear-sg.me/live/amty/stream.m3u8
澳门体育1080p,https://cdn6.101.qzz.io/163189/amty

台湾,#genre#
中天新聞1080p(梯子),https://stream1.freetv.fun/1b67bc523c86ffa05707cd3f9471cfe1ced1c17d0537471788e00679a1d6cde3.m3u8
中天新聞1080p,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uZNy6a&tk=2nDfMgqDmiqe
中天新聞720p,https://stream1.freetv.fun/d0dc419e572496e04901fdd844b4f116a46a43cf2651e93153312310bd703995.m3u8
中天新聞720p,https://stream1.freetv.fun/966a882718752fcf477567b8ecca5a53feb6bbf6b7e60a8d1030f9be6892c25d.m3u8
台视财经HD 1080P,http://74.91.26.218:82/live/ttvcj.m3u8
华视HD 1080p,http://74.91.26.218:82/live/cts.m3u8
华视HD 720p,https://t.freetv.fun/live/hua-shi-2.ts
华视教育体育文化1080p,http://74.91.26.218:82/live/ctsjy.m3u8
中視HD 1080p,http://74.91.26.218:82/live/ctv.m3u8
中視HD 1080p,http://165.154.226.214:50007/of-4gtv-4gtv040/index.m3u8?proxy=true
中視HD 1080p,https://stream1.freetv.fun/71452b2d800ddbab4c04d56a1a0fc217af67502c171e2cdf11afeb724ddae007.m3u8
中视经典HD 1080p,http://74.91.26.218:82/live/ctvjd.m3u8
中视菁采HD 1080p,http://74.91.26.218:82/live/ctvjc.m3u8
公視1080p,http://74.91.26.218:82/live/pts.m3u8
公视台语台1080p,http://74.91.26.218:82/live/ptsty.m3u8
公視戲劇1080p,https://stream1.freetv.fun/04b3a7cbbc832bbba2b720c1211a49f8f0663c18021ab85200b1bd0fe0cf713e.m3u8
台視HD 1080P,http://74.91.26.218:82/live/ttv.m3u8
台視HD 1080P,http://165.154.226.214:50007/li-4gtv-4gtv066/index.m3u8?proxy=true
台视综合HD 1080p,http://74.91.26.218:82/live/ttvzh.m3u8
台视综合HD 1080p,http://iptv.4666888.xyz/iptv2A.php?id=51
民视1080p,http://74.91.26.218:82/live/ftv.m3u8
民视1080p,http://iptv.4666888.xyz/iptv2A.php?id=55
民视台湾台1080p,http://74.91.26.218:82/live/ftvtw.m3u8
民視第一台1080p,http://74.91.26.218:82/live/ftvdy.m3u8
民視第一台1080p,https://stream1.freetv.fun/19ee45515520ddf60e585588407481e11751df85fcd5cbdb78204803130e7036.m3u8
民視第一台1080p,http://165.154.226.214:50007/li-4gtv-4gtv003/index.m3u8?proxy=true
民視旅遊1080p,https://stream1.freetv.fun/3439333a186efc0756e2eba2d5dadafc25d63abc56ae450e1d9df49c0180668d.m3u8
民视综艺1080p,http://iptv.4666888.xyz/iptv2A.php?id=46
民视综艺1080p,https://stream1.freetv.fun/1b47ca26b5937e3c39bafc6969f66e1ef01d0ea00773163e5b7a9b7fccf082c5.m3u8
民视影劇1080p,http://iptv.4666888.xyz/iptv2A.php?id=53
民視影劇1080p,https://stream1.freetv.fun/07a927f5ea19746f63e8e92cd1889151f4edb274910ea867c19eaf31e04a9901.m3u8
八大綜藝台1080p,http://165.154.226.214:50007/li-4gtv-4gtv039/index.m3u8?proxy=true
八大精彩台1080p,http://165.154.226.214:50007/li-4gtv-4gtv034/index.m3u8?proxy=true
环球电视台720p,http://utv1.hqtvzb.com:9999/hls/world.m3u8
镜新聞1080p,https://d36dgdk71xuzzg.cloudfront.net/v1/manifest/3a2ac8e6b6c76471996ebf627393d9c9417a60b6/linetv-6-627778910172-MediaTailor-production/c9b2313d-efdd-4777-9fae-573be8a86755/0.m3u8
镜新聞1080p,http://rihou.cc:555/tv/[Hk]闽镜新闻
CTS華視新聞资讯1080p,http://74.91.26.218:82/live/ctsnews.m3u8
CTS華視新聞资讯1080p,http://220.135.64.124:5050/of-4gtv-4gtv052/index.m3u8?proxy=true
中視新聞HD 1080p,http://74.91.26.218:82/live/ctvnews.m3u8
中視新聞HD 1080p,http://220.135.64.124:5050/of-4gtv-4gtv074/index.m3u8?proxy=true
中視新聞HD 1080p,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EsUGeR&tk=2nDfMgqDmiqe
台视新闻HD 1080p,http://74.91.26.218:82/live/ttvnews.m3u8
東森新聞台HD 1080p,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Jeiop7&tk=2nDfMgqDmiqe
民視新聞台1080p,http://74.91.26.218:82/live/ftvnews.m3u8
年代新聞HD 1080p,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yYOFfz&tk=2nDfMgqDmiqe
寰宇新聞台720p,http://free.cnlive.club/channel/n43c34be8.m3u8?q=111.170.171.148


广东移动源,#group#



广东汕头移动,#genre#
CHC动作电影,http://183.239.108.37:1698/hls/99/index.m3u8
CHC家庭影院,http://183.239.108.37:1698/hls/80/index.m3u8
凤凰卫视HD,http://183.239.108.37:1698/hls/96/index.m3u8
凤凰资讯HD,http://183.239.108.37:1698/hls/95/index.m3u8
凤凰香港HD,http://183.239.108.37:1698/hls/97/index.m3u8
TVBplus,http://183.239.108.37:1698/hls/130/index.m3u8
天映经典,http://183.239.108.37:1698/hls/94/index.m3u8
TVB翡翠HD,http://183.239.108.37:1698/hls/92/index.m3u8
TVB明珠HD,http://183.239.108.37:1698/hls/93/index.m3u8
民视,http://183.239.108.37:1698/hls/112/index.m3u8
民视,http://183.239.108.37:1698/hls/112/index.m3u8
民视,http://183.239.108.37:1698/hls/133/index.m3u8
广东影视推荐,http://183.239.108.37:1698/hls/64/index.m3u8
广东影视推荐2,http://183.239.108.37:1698/hls/89/index.m3u8
影视推荐,http://183.239.108.37:1698/hls/129/index.m3u8
电影轮播,http://183.239.108.37:1698/hls/150/index.m3u8
广东卫视高清,http://183.239.108.37:1698/hls/2/index.m3u8
广东新闻高清,http://183.239.108.37:1698/hls/11/index.m3u8
大湾区卫视高清,http://183.239.108.37:1698/hls/15/index.m3u8
广东经济科技高清,http://183.239.108.37:1698/hls/14/index.m3u8
广东体育高清,http://183.239.108.37:1698/hls/12/index.m3u8
广东少儿高清,http://183.239.108.37:1698/hls/17/index.m3u8
广东影视高清,http://183.239.108.37:1698/hls/16/index.m3u8
广东民生高清,http://183.239.108.37:1698/hls/10/index.m3u8
广东珠江高清,http://183.239.108.37:1698/hls/13/index.m3u8
岭南戏曲高清,http://183.239.108.37:1698/hls/75/index.m3u8
深圳卫视高清,http://183.239.108.37:1698/hls/39/index.m3u8
深圳都市高清,http://183.239.108.37:1698/hls/62/index.m3u8
深圳电视剧HD,http://183.239.108.37:1698/hls/61/index.m3u8
深圳少儿高清,http://183.239.108.37:1698/hls/72/index.m3u8
汕尾新闻HD,http://183.239.108.37:1698/hls/65/index.m3u8
汕尾文化生活HD,http://183.239.108.37:1698/hls/5/index.m3u8
珠海电视台HD,http://183.239.108.37:1698/hls/67/index.m3u8
梅州综合HD,http://183.239.108.37:1698/hls/71/index.m3u8
揭阳生活HD,http://183.239.108.37:1698/hls/7/index.m3u8
揭阳综合HD,http://183.239.108.37:1698/hls/6/index.m3u8
潮州民生HD,http://183.239.108.37:1698/hls/9/index.m3u8
潮州综合HD,http://183.239.108.37:1698/hls/8/index.m3u8
汕头综合HD,http://183.239.108.37:1698/hls/3/index.m3u8
汕头经济生活HD,http://183.239.108.37:1698/hls/4/index.m3u8
广州新闻HD,http://183.239.108.37:1698/hls/63/index.m3u8
东莞新闻HD,http://183.239.108.37:1698/hls/69/index.m3u8
中山综合HD,http://183.239.108.37:1698/hls/68/index.m3u8
佛山城市生活HD,http://183.239.108.37:1698/hls/70/index.m3u8
普宁台HD,http://183.239.108.37:1698/hls/100/index.m3u8
潮南电视台HD,http://183.239.108.37:1698/hls/91/index.m3u8
惠州-1HD,http://183.239.108.37:1698/hls/66/index.m3u8
广东戏1,http://183.239.108.37:1698/hls/98/index.m3u8
广东戏2,http://183.239.108.37:1698/hls/134/index.m3u8
CCTV-1高清,http://183.239.108.37:1698/hls/1/index.m3u8
CCTV-2高清,http://183.239.108.37:1698/hls/18/index.m3u8
CCTV-3高清,http://183.239.108.37:1698/hls/19/index.m3u8
CCTV-4高清,http://183.239.108.37:1698/hls/20/index.m3u8
CCTV-5高清,http://183.239.108.37:1698/hls/21/index.m3u8
CCTV-5+高清,http://183.239.108.37:1698/hls/22/index.m3u8
CCTV-6高清,http://183.239.108.37:1698/hls/23/index.m3u8
CCTV-7高清,http://183.239.108.37:1698/hls/24/index.m3u8
CCTV-8高清,http://183.239.108.37:1698/hls/25/index.m3u8
CCTV-9高清,http://183.239.108.37:1698/hls/26/index.m3u8
CCTV-10高清,http://183.239.108.37:1698/hls/27/index.m3u8
CCTV-11高清,http://183.239.108.37:1698/hls/28/index.m3u8
CCTV-12高清,http://183.239.108.37:1698/hls/29/index.m3u8
CCTV-16高清,http://183.239.108.37:1698/hls/33/index.m3u8
CCTV-13高清,http://183.239.108.37:1698/hls/30/index.m3u8
CCTV-14高清,http://183.239.108.37:1698/hls/31/index.m3u8
CCTV-15高清,http://183.239.108.37:1698/hls/32/index.m3u8
CCTV-17高清,http://183.239.108.37:1698/hls/34/index.m3u8
CETV-1高清,http://183.239.108.37:1698/hls/59/index.m3u8
CCTV怀旧剧场,http://183.239.108.37:1698/hls/77/index.m3u8
CCTV第一剧场,http://183.239.108.37:1698/hls/78/index.m3u8
CCTV风云足球,http://183.239.108.37:1698/hls/76/index.m3u8
CCTV风云剧场,http://183.239.108.37:1698/hls/79/index.m3u8
CCTV央视台球,http://183.239.108.37:1698/hls/86/index.m3u8

北京卫视高清,http://183.239.108.37:1698/hls/38/index.m3u8
湖南卫视高清,http://183.239.108.37:1698/hls/35/index.m3u8
湖北卫视高清,http://183.239.108.37:1698/hls/41/index.m3u8
浙江卫视高清,http://183.239.108.37:1698/hls/36/index.m3u8
江苏卫视高清,http://183.239.108.37:1698/hls/37/index.m3u8
黑龙江卫视高清,http://183.239.108.37:1698/hls/40/index.m3u8
安徽卫视高清,http://183.239.108.37:1698/hls/48/index.m3u8
重庆卫视高清,http://183.239.108.37:1698/hls/47/index.m3u8
山东卫视高清,http://183.239.108.37:1698/hls/43/index.m3u8
东南卫视高清,http://183.239.108.37:1698/hls/50/index.m3u8
四川卫视高清,http://183.239.108.37:1698/hls/46/index.m3u8
天津卫视高清,http://183.239.108.37:1698/hls/42/index.m3u8
河南卫视高清,http://183.239.108.37:1698/hls/52/index.m3u8
甘肃卫视高清,http://183.239.108.37:1698/hls/56/index.m3u8
海南卫视高清,http://183.239.108.37:1698/hls/58/index.m3u8
河北卫视高清,http://183.239.108.37:1698/hls/53/index.m3u8
贵州卫视高清,http://183.239.108.37:1698/hls/49/index.m3u8
辽宁卫视高清,http://183.239.108.37:1698/hls/45/index.m3u8
陕西卫视,http://183.239.108.37:1698/hls/82/index.m3u8
江西卫视高清,http://183.239.108.37:1698/hls/51/index.m3u8
吉林卫视高清,http://183.239.108.37:1698/hls/55/index.m3u8
广西卫视高清,http://183.239.108.37:1698/hls/54/index.m3u8
东方卫视高清,http://183.239.108.37:1698/hls/44/index.m3u8
云南卫视高清,http://183.239.108.37:1698/hls/57/index.m3u8
山西卫视高清,http://183.239.108.37:1698/hls/83/index.m3u8
宁夏卫视,http://183.239.108.37:1698/hls/84/index.m3u8
青海卫视,http://183.239.108.37:1698/hls/81/index.m3u8
厦门卫视,http://183.239.108.37:1698/hls/85/index.m3u8



移动自用,#group#




广东频道,#genre#
广东卫视标清,http://154.17.9.124:7088/rtp/239.10.0.141:1025
广东卫视高清,http://154.17.9.124:7088/rtp/239.10.0.111:1025
广东卫视超清,http://154.17.9.124:7088/rtp/239.10.0.45:1025
广东卫视FHD,http://154.17.9.124:7088/rtp/239.20.0.99:3004
广东珠江标清,http://154.17.9.124:7088/rtp/239.10.0.121:1025
广东珠江高清,http://154.17.9.124:7088/rtp/239.10.0.62:1025
广东珠江超清,http://154.17.9.124:7088/rtp/239.10.0.63:1025
广东珠江FHD,http://154.17.9.124:7088/rtp/239.20.0.63:3148
广东新闻标清,http://154.17.9.124:7088/rtp/239.10.0.122:1025
广东新闻高清,http://154.17.9.124:7088/rtp/239.10.0.199:1025
广东公共标清,http://154.17.9.124:7088/rtp/239.10.0.123:1025
广东公共高清,http://154.17.9.124:7088/rtp/239.11.0.80:1025
广东体育标清,http://154.17.9.124:7088/rtp/239.10.0.124:1025
广东体育高清,http://154.17.9.124:7088/rtp/239.10.0.113:1025
广东体育超清,http://154.17.9.124:7088/rtp/239.10.0.47:1025
广东体育FHD,http://154.17.9.124:7088/rtp/239.20.0.97:3012
广东经济科教标清,http://154.17.9.124:7088/rtp/239.10.0.201:1025
广东经济科教高清,http://154.17.9.124:7088/rtp/239.10.0.112:1025
广东经济科教超清,http://154.17.9.124:7088/rtp/239.10.0.46:1025
大湾区卫视标清,http://154.17.9.124:7088/rtp/239.10.0.135:1025
大湾区卫视高清,http://154.17.9.124:7088/rtp/239.11.0.78:1025
广东影视标清,http://154.17.9.124:7088/rtp/239.10.0.127:1025
广东影视高清,http://154.17.9.124:7088/rtp/239.11.0.79:1025
广东少儿标清,http://154.17.9.124:7088/rtp/239.10.0.128:1025
广东少儿高清,http://154.17.9.124:7088/rtp/239.11.0.81:1025
嘉佳卡通标清,http://154.17.9.124:7088/rtp/239.10.0.129:1025
嘉佳卡通高清,http://154.17.9.124:7088/rtp/239.10.0.200:1025
南方卫视高清,http://154.17.9.124:7088/rtp/239.21.0.84:3676
广东综艺4K,http://154.17.9.124:7088/rtp/239.10.0.64:1025
广东科教FHD,http://154.17.9.124:7088/rtp/239.20.0.98:3008
岭南戏曲标清,http://154.17.9.124:7088/rtp/239.10.0.125:1025
现代教育标清,http://154.17.9.124:7088/rtp/239.10.0.138:1025
房产频道标清,http://154.17.9.124:7088/rtp/239.10.0.136:1025
移动频道标清,http://154.17.9.124:7088/rtp/239.10.0.143:1025
南方购物标清,http://154.17.9.124:7088/rtp/239.10.0.126:1025
南方购物精选,http://154.17.9.124:7088/rtp/239.11.0.95:1025
广州综合标清,http://154.17.9.124:7088/rtp/239.11.0.133:1025
广州综合高清,http://154.17.9.124:7088/rtp/239.11.0.138:1025
广州新闻标清,http://154.17.9.124:7088/rtp/239.11.0.134:1025
广州新闻高清,http://154.17.9.124:7088/rtp/239.11.0.139:1025
广州影视标清,http://154.17.9.124:7088/rtp/239.11.0.135:1025
广州影视高清,http://154.17.9.124:7088/rtp/239.11.0.140:1025
广州法治标清,http://154.17.9.124:7088/rtp/239.11.0.136:1025
广州法治高清,http://154.17.9.124:7088/rtp/239.11.0.141:1025
广州竞赛标清,http://154.17.9.124:7088/rtp/239.11.0.142:1025
南国都市4K,http://154.17.9.124:7088/rtp/239.11.0.170:1025
深圳卫视标清,http://154.17.9.124:7088/rtp/239.10.0.144:1025
深圳卫视高清,http://154.17.9.124:7088/rtp/239.10.0.132:1025
深圳卫视超清,http://154.17.9.124:7088/rtp/239.10.0.52:1025
深圳卫视FHD,http://154.17.9.124:7088/rtp/239.20.0.92:3032
汕头新闻综合标清,http://154.17.9.124:7088/rtp/239.21.0.98:3732
汕头新闻综合高清,http://154.17.9.124:7088/rtp/239.21.0.101:3744
汕头经济生活标清,http://154.17.9.124:7088/rtp/239.21.0.99:3736
汕头经济生活高清,http://154.17.9.124:7088/rtp/239.21.0.102:3748
汕头文旅体育标清,http://154.17.9.124:7088/rtp/239.21.0.100:3740
汕头文旅体育高清,http://154.17.9.124:7088/rtp/239.21.0.103:3752
汕尾综合高清,http://154.17.9.124:7088/rtp/239.21.0.89:3696
汕尾公共高清,http://154.17.9.124:7088/rtp/239.21.0.90:3700
揭阳电视台综合频道,http://154.17.9.124:7088/rtp/239.21.0.82:3668
揭阳电视台公共频道,http://154.17.9.124:7088/rtp/239.21.0.83:3672
江门综合标清,http://154.17.9.124:7088/rtp/239.11.0.69:1025
江门综合高清,http://154.17.9.124:7088/rtp/239.10.0.219:1025
佛山综合标清,http://154.17.9.124:7088/rtp/239.11.0.113:1025
佛山综合高清,http://154.17.9.124:7088/rtp/239.11.0.118:1025
中山综合标清,http://154.17.9.124:7088/rtp/239.11.0.119:1025
中山综合高清,http://154.17.9.124:7088/rtp/239.11.0.122:1025
东莞综合,http://154.17.9.124:7088/rtp/239.21.0.137:3892
珠海公共高清,http://154.17.9.124:7088/rtp/239.10.0.65:1025
韶关综合高清,http://154.17.9.124:7088/rtp/239.11.0.84:1025
湛江新闻高清,http://154.17.9.124:7088/rtp/239.10.0.253:1025
茂名综合标清,http://154.17.9.124:7088/rtp/239.10.0.239:1025
肇庆新闻高清,http://154.17.9.124:7088/rtp/239.11.0.53:1025
惠州综合高清,http://154.17.9.124:7088/rtp/239.21.0.27:3448
河源新闻综合标清,http://154.17.9.124:7088/rtp/239.21.0.50:3540
清远综合高清,http://154.17.9.124:7088/rtp/239.11.0.74:1025
云浮综合标清,http://154.17.9.124:7088/rtp/239.11.0.76:1025

央视频道,#genre#
CCTV1,http://154.17.9.124:7088/rtp/239.10.0.202:1025
CCTV1高清,http://154.17.9.124:7088/rtp/239.10.0.114:1025
CCTV1超清,http://154.17.9.124:7088/rtp/239.10.0.48:1025
CCTV1FHD,http://154.17.9.124:7088/rtp/239.20.0.96:3016
CCTV2,http://154.17.9.124:7088/rtp/239.10.0.186:1025
CCTV2高清,http://154.17.9.124:7088/rtp/239.10.0.207:1025
CCTV3,http://154.17.9.124:7088/rtp/239.10.0.107:1025
CCTV3高清,http://154.17.9.124:7088/rtp/239.10.0.101:1025
CCTV4,http://154.17.9.124:7088/rtp/239.10.0.187:1025
CCTV4高清,http://154.17.9.124:7088/rtp/239.10.0.245:1025
CCTV4欧洲,http://154.17.9.124:7088/rtp/239.11.0.101:1025
CCTV4美洲,http://154.17.9.124:7088/rtp/239.11.0.102:1025
CCTV5,http://154.17.9.124:7088/rtp/239.10.0.108:1025
CCTV5高清,http://154.17.9.124:7088/rtp/239.10.0.102:1025
CCTV5+,http://154.17.9.124:7088/rtp/239.10.0.213:1025
CCTV6,http://154.17.9.124:7088/rtp/239.10.0.109:1025
CCTV6高清,http://154.17.9.124:7088/rtp/239.10.0.103:1025
CCTV7,http://154.17.9.124:7088/rtp/239.10.0.188:1025
CCTV7高清,http://154.17.9.124:7088/rtp/239.10.0.208:1025
CCTV8,http://154.17.9.124:7088/rtp/239.10.0.110:1025
CCTV8高清,http://154.17.9.124:7088/rtp/239.10.0.104:1025
CCTV9,http://154.17.9.124:7088/rtp/239.10.0.189:1025
CCTV9高清,http://154.17.9.124:7088/rtp/239.10.0.209:1025
CCTV10,http://154.17.9.124:7088/rtp/239.10.0.190:1025
CCTV10高清,http://154.17.9.124:7088/rtp/239.10.0.210:1025
CCTV11,http://154.17.9.124:7088/rtp/239.10.0.191:1025
CCTV11高清,http://154.17.9.124:7088/rtp/239.11.0.24:1025
CCTV12,http://154.17.9.124:7088/rtp/239.10.0.192:1025
CCTV12高清,http://154.17.9.124:7088/rtp/239.10.0.211:1025
CCTV13,http://154.17.9.124:7088/rtp/239.10.0.193:1025
CCTV13高清,http://154.17.9.124:7088/rtp/239.10.0.198:1025
CCTV14,http://154.17.9.124:7088/rtp/239.10.0.194:1025
CCTV14高清,http://154.17.9.124:7088/rtp/239.10.0.212:1025
CCTV15,http://154.17.9.124:7088/rtp/239.10.0.195:1025
CCTV15高清,http://154.17.9.124:7088/rtp/239.11.0.25:1025
CCTV16高清,http://154.17.9.124:7088/rtp/239.11.0.126:1025
CCTV16-4K,http://154.17.9.124:7088/rtp/239.11.0.132:1025
CCTV17,http://154.17.9.124:7088/rtp/239.10.0.243:1025
CCTV17高清,http://154.17.9.124:7088/rtp/239.10.0.244:1025
CCTV4k,http://154.17.9.124:7088/rtp/239.10.0.68:1025
CCTV兵器科技高清,http://154.17.9.124:7088/rtp/239.11.0.57:1025
CCTV电视指南高清,http://154.17.9.124:7088/rtp/239.11.0.58:1025
CCTV风云足球高清,http://154.17.9.124:7088/rtp/239.11.0.59:1025
CCTV央视台球高清,http://154.17.9.124:7088/rtp/239.11.0.60:1025
